gap_id,Problem,GapToStrat_relatedness_score,strategy_id,General Solution Description ,TechToStrat_relevancy_score,technology_id,Technology,Cost Per Building Low ($),Cost Per Building High ($),Cost Estimation Logic
34,Lacking access to alternate / renewable electrical power source,95,73,Alternate/Renewable Energy Generation,95,3,Solar Photovoltaic (PV),300000.00,700000.00,"Comprehensive PV system for renewable generation. Includes panels, inverters, monitoring, and grid connection equipment."
34,Lacking access to alternate / renewable electrical power source,90,80,Alternate/Renewable Energy Generation (Off Site),90,3,Solar Photovoltaic (PV),200000.00,450000.00,Building's share of offsite solar farm. Includes transmission infrastructure and interconnection. Lower costs due to economies of scale.
34,Lacking access to alternate / renewable electrical power source,95,79,Access to Alternate/Renewable Generation during an Outage,85,9,Wind Turbine Generators,450000.00,1100000.00,Wind system with islanding capability and battery storage. Designed to operate during grid outages with critical load support.
34,Lacking access to alternate / renewable electrical power source,95,73,Alternate/Renewable Energy Generation,95,9,Wind Turbine Generators,600000.00,1500000.00,"Comprehensive wind generation system. Includes turbine(s), tower(s), inverters, monitoring, and grid connection equipment."
34,Lacking access to alternate / renewable electrical power source,90,80,Alternate/Renewable Energy Generation (Off Site),95,9,Wind Turbine Generators,350000.00,900000.00,Building's share of offsite wind farm. Includes transmission infrastructure and interconnection. Lower costs due to economies of scale.
35,Lacking access to alternate non-electric fuel source,95,23,Alternate Heat Generation,95,16,Combined Heat and Power (CHP),600000.00,1300000.00,"CHP system designed to provide heating from alternative fuel sources. Includes fuel handling, storage, and processing equipment for biogas or renewable fuels."
35,Lacking access to alternate non-electric fuel source,85,1,Backup Power Conversion to Dual-fuel,90,10,Combustion Turbines (CT),250000.00,550000.00,"CT system with capability to use alternate fuels (e.g., propane, biogas). Includes fuel storage, processing, and switching equipment."
35,Lacking access to alternate non-electric fuel source,85,12,Centralized Dual-fuel Backup Power,90,10,Combustion Turbines (CT),800000.00,1700000.00,"Centralized CT system with capability to use alternate fuels. Includes multiple fuel systems, storage, and enhanced controls."
35,Lacking access to alternate non-electric fuel source,95,23,Alternate Heat Generation,75,5,Fuel Cells,250000.00,550000.00,"CHP fuel cell system with heat recovery sized to meet building thermal loads, including thermal storage and distribution."
35,Lacking access to alternate non-electric fuel source,95,23,Alternate Heat Generation,65,1,Geothermal,450000.00,1200000.00,"Geothermal heating system as non-electric alternative. Includes ground loop, heat pumps, and thermal distribution. Costs vary based on geology and building requirements."
35,Lacking access to alternate non-electric fuel source,85,77,Alternate Supply Paths (Fuel),75,6,Hydrogen Production,650000.00,1700000.00,"Hydrogen as alternate fuel source with production and storage. Includes electrolyzers, compression, storage, and integration with existing systems."
35,Lacking access to alternate non-electric fuel source,80,76,Redundant Fuel Supply Routes,75,6,Hydrogen Production,700000.00,1800000.00,"Hydrogen as redundant fuel with multiple supply options. Includes onsite production, storage, and delivery contracts for backup supply."
35,Lacking access to alternate non-electric fuel source,95,23,Alternate Heat Generation,85,13,Nuclear Generators,2500000.00,7000000.00,Building's share of SMR configured primarily for thermal energy generation. Includes specialized heat distribution systems.
35,Lacking access to alternate non-electric fuel source,85,1,Backup Power Conversion to Dual-fuel,95,2,Reciprocating Internal Combustion Engines (RICE),225000.00,500000.00,"RICE system with capability to use alternate fuels. Includes fuel processing, storage, and switching equipment."
35,Lacking access to alternate non-electric fuel source,85,12,Centralized Dual-fuel Backup Power,95,2,Reciprocating Internal Combustion Engines (RICE),700000.00,1500000.00,"Centralized RICE system with alternate fuel capability. Includes multiple fuel systems, storage, and controls."
35,Lacking access to alternate non-electric fuel source,85,77,Alternate Supply Paths (Fuel),75,4,Uptime Institute Data Center Site Infrastructure Tier Standard,250000.00,600000.00,Implementation of alternate fuel supply paths meeting Tier standards. Includes redundant delivery systems and storage.
35,Lacking access to alternate non-electric fuel source,90,78,Alternate Supply Paths (Natural Gas),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
35,Lacking access to alternate non-electric fuel source,80,81,Redundant Fuel Supply Routes (Off Site),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
36,Lacking access to alternate water source,85,88,Alternate Wastewater Connection,100,18,Redundant Water Infrastructure,55000.00,180000.00,"Cost per building for on-site storage tank, pump, controls, tie-in. Range increased for retrofit complexity, potential space constraints, foundation work in existing sites. Size depends on required vo"
36,Lacking access to alternate water source,90,142,Alternate Water Supply Connection for Cooling Equipment,95,19,Water Conservation & Alternative Supply,55000.00,180000.00,Same logic as Gap 30/Strategy 144. Cost per building for backup water storage retrofit.
36,Lacking access to alternate water source,95,144,Backup Water Supply,100,17,Emergency Water Systems,55000.00,180000.00,"Cost per building to add a second service line connection from an existing looped main. Includes tap, line, valve, meter pit, site work, tie-in to building plumbing. Increased range for retrofit compl"
36,Lacking access to alternate water source,90,143,Non-potable Water Supply Connection for Cooling Equipment,100,19,Water Conservation & Alternative Supply,55000.00,180000.00,Same logic as Gap 30/36 for Strategy 144. Cost per building to install/augment on-site water storage via retrofit.
36,Lacking access to alternate water source,95,166,Off-site Domestic Water Connection,90,18,Redundant Water Infrastructure,55000.00,180000.00,"Allocated cost per building (~135 contributing flow) for installing backup power (generator, ATS) at a central WWTP. Assumes WWTP serves the site. Higher range reflects larger generator needs for comb"
36,Lacking access to alternate water source,85,164,On-Site Water Supply Capacity,90,17,Emergency Water Systems,55000.00,180000.00,"Assumes ""lacking"" means lacking redundant feed. Higher cost than Gap 30 reflects potential need for significant internal plumbing modifications to accept/manage dual feed in an existing building. If n"
36,Lacking access to alternate water source,85,163,Reverse Osmosis Processing Unit (ROPU),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
37,Lacking or no access to hardening / safety or security improvements,85,5,Backup Power Systems in Secure Structure,90,11,Generator Reliability,225000.00,600000.00,"Hardening and security enhancements for generator systems. Includes physical barriers, monitoring, access control, and environmental protection."
37,Lacking or no access to hardening / safety or security improvements,95,115,Substation Hardening,75,14,Power Quality,250000.00,600000.00,"Comprehensive substation hardening with power quality features. Includes surge protection, filtering, and monitoring."
37,Lacking or no access to hardening / safety or security improvements,95,115,Substation Hardening,100,7,Substations,350000.00,900000.00,"Comprehensive substation hardening with security focus. Includes physical barriers, monitoring systems, and protective measures."
37,Lacking or no access to hardening / safety or security improvements,95,137,Building Envelope Security/Hardening Strategies,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
37,Lacking or no access to hardening / safety or security improvements,95,24,Hardened Electrical Distribution Components,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
37,Lacking or no access to hardening / safety or security improvements,85,124,Insulated Power Line Replacement,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
37,Lacking or no access to hardening / safety or security improvements,95,156,Water Distribution Hardening Strategies,95,22,Water System Resilience Infrastructure,27833.3333,93333.3333,"Allocated cost per building (~135) for developing system-wide protocol, communication plan, potentially integrating alerts into existing systems. Primarily planning/admin cost."
38,Lacking or no access to of adequate electrical energy/thermal storage,95,66,Electrical Energy Storage,100,15,Battery Energy Storage Systems (BESS),250000.00,550000.00,"Primary BESS for electrical storage (250-500kWh), optimized for daily cycling and occasional backup use. Includes advanced BMS and grid services capability."
38,Lacking or no access to of adequate electrical energy/thermal storage,95,26,Thermal Energy Storage,60,15,Battery Energy Storage Systems (BESS),200000.00,450000.00,"BESS integrated with thermal systems (e.g., ice storage, hot water) to manage both electrical and thermal loads. Includes thermal conversion equipment."
38,Lacking or no access to of adequate electrical energy/thermal storage,80,69,Centralized Fuel Storage Capacity,85,10,Combustion Turbines (CT),250000.00,600000.00,"Expanded centralized fuel storage for extended CT operation. Includes larger tanks, safety systems, and monitoring."
38,Lacking or no access to of adequate electrical energy/thermal storage,80,67,Fuel Storage Capacity,85,10,Combustion Turbines (CT),200000.00,500000.00,"Building-specific expanded fuel storage for extended CT operation. Includes tanks, monitoring, and safety systems."
38,Lacking or no access to of adequate electrical energy/thermal storage,80,67,Fuel Storage Capacity,80,5,Fuel Cells,150000.00,350000.00,"Expanded fuel storage systems with additional safety features, automated monitoring, and extended capacity (14-30 days)."
38,Lacking or no access to of adequate electrical energy/thermal storage,80,69,Centralized Fuel Storage Capacity,85,6,Hydrogen Production,800000.00,2000000.00,"Large centralized hydrogen storage as energy storage medium. Includes electrolyzers, large storage capacity, and fuel cells for reconversion."
38,Lacking or no access to of adequate electrical energy/thermal storage,80,67,Fuel Storage Capacity,85,6,Hydrogen Production,650000.00,1600000.00,"Building-specific hydrogen storage as energy storage. Includes electrolyzers, storage, and fuel cells sized for building's energy storage needs."
38,Lacking or no access to of adequate electrical energy/thermal storage,95,66,Electrical Energy Storage,85,14,Power Quality,275000.00,650000.00,Energy storage system optimized for power quality. Includes advanced inverters and power conditioning equipment.
38,Lacking or no access to of adequate electrical energy/thermal storage,80,69,Centralized Fuel Storage Capacity,85,2,Reciprocating Internal Combustion Engines (RICE),200000.00,500000.00,"Expanded centralized fuel storage for extended RICE operation. Includes larger tanks, safety systems, and monitoring."
38,Lacking or no access to of adequate electrical energy/thermal storage,80,67,Fuel Storage Capacity,85,2,Reciprocating Internal Combustion Engines (RICE),175000.00,450000.00,"Building-specific expanded fuel storage for extended RICE operation. Includes tanks, monitoring, and safety systems."
38,Lacking or no access to of adequate electrical energy/thermal storage,95,66,Electrical Energy Storage,80,3,Solar Photovoltaic (PV),175000.00,450000.00,Battery storage system integrated with PV. Sized for daily cycling and occasional backup. Includes advanced BMS and grid services capability.
38,Lacking or no access to of adequate electrical energy/thermal storage,95,66,Electrical Energy Storage,75,9,Wind Turbine Generators,225000.00,550000.00,Battery storage system integrated with wind generation. Sized for daily cycling and occasional backup. Includes advanced BMS.
39,Lacking electrical transmission distribution/connection systems,90,112,Alternate Supply Paths (Power),85,12,Microgrid,250000.00,700000.00,"Development of robust electrical distribution within microgrid. Includes cabling, switchgear, transformers, and protection equipment."
39,Lacking electrical transmission distribution/connection systems,95,114,Adequate Electrical Distribution Condition,85,14,Power Quality,300000.00,700000.00,New distribution systems with power quality features. Includes conditioning equipment and monitoring systems.
39,Lacking electrical transmission distribution/connection systems,95,123,Adequate Electrical Transmission Condition,85,14,Power Quality,450000.00,1100000.00,"New transmission systems with power quality features. Includes filtering, regulation, and monitoring equipment."
39,Lacking electrical transmission distribution/connection systems,90,112,Alternate Supply Paths (Power),80,14,Power Quality,350000.00,800000.00,"Alternative supply paths with power quality equipment. Includes conditioning, filtering, and monitoring systems."
39,Lacking electrical transmission distribution/connection systems,85,119,District Substation Interconnect (Backfeeding),75,14,Power Quality,400000.00,950000.00,"Substation interconnection with power quality features. Includes filtering, regulation, and monitoring equipment."
39,Lacking electrical transmission distribution/connection systems,90,113,Redundant Electrical Feeder,80,14,Power Quality,375000.00,850000.00,"Redundant feeders with power quality features. Includes filters, regulators, and monitoring systems."
39,Lacking electrical transmission distribution/connection systems,95,114,Adequate Electrical Distribution Condition,85,7,Substations,400000.00,1000000.00,"New distribution systems from substation to building. Includes cabling, switchgear, transformers, and protection equipment."
39,Lacking electrical transmission distribution/connection systems,95,123,Adequate Electrical Transmission Condition,85,7,Substations,650000.00,1600000.00,"New transmission systems serving building's substation. Includes high-voltage equipment, structures, and termination equipment."
39,Lacking electrical transmission distribution/connection systems,85,130,Alternate Substation Connection (Off-site Level),100,7,Substations,800000.00,2000000.00,"Connection to alternate off-site substation. Includes long-distance cabling, switchgear, and interconnection equipment."
39,Lacking electrical transmission distribution/connection systems,90,112,Alternate Supply Paths (Power),90,7,Substations,450000.00,1100000.00,"Alternative supply paths from substations. Includes new distribution lines, switchgear, and connection equipment."
39,Lacking electrical transmission distribution/connection systems,85,119,District Substation Interconnect (Backfeeding),100,7,Substations,500000.00,1300000.00,Implementation of backfeeding capability between district substations. Includes switchgear and control equipment.
39,Lacking electrical transmission distribution/connection systems,85,131,Installation Substation Interconnect (Backfeeding),100,7,Substations,600000.00,1500000.00,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment."
39,Lacking electrical transmission distribution/connection systems,90,113,Redundant Electrical Feeder,90,7,Substations,400000.00,950000.00,"Installation of redundant feeder from substation to building. Includes cabling, switchgear, and termination equipment."
39,Lacking electrical transmission distribution/connection systems,90,120,Redundant Electrical Feeder to District Substation,100,7,Substations,550000.00,1300000.00,"Redundant feeder from district substation. Includes medium voltage cabling, switchgear, and protective equipment."
39,Lacking electrical transmission distribution/connection systems,90,134,Redundant Transmission Feeder to Installation Substation(s),100,7,Substations,750000.00,1900000.00,"Redundant high-voltage transmission feeder to installation substation. Includes towers/poles, conductors, and termination equipment."
39,Lacking electrical transmission distribution/connection systems,90,112,Alternate Supply Paths (Power),80,4,Uptime Institute Data Center Site Infrastructure Tier Standard,500000.00,1100000.00,"Alternate power distribution systems meeting Tier standards. Includes redundant pathways, equipment, and monitoring."
39,Lacking electrical transmission distribution/connection systems,85,119,District Substation Interconnect (Backfeeding),75,4,Uptime Institute Data Center Site Infrastructure Tier Standard,550000.00,1300000.00,Substation backfeeding capability meeting Tier requirements. Includes specialized switchgear and protection systems.
39,Lacking electrical transmission distribution/connection systems,85,131,Installation Substation Interconnect (Backfeeding),75,4,Uptime Institute Data Center Site Infrastructure Tier Standard,650000.00,1500000.00,Installation-level backfeeding capability meeting higher Tier standards. Includes comprehensive control and protection systems.
39,Lacking electrical transmission distribution/connection systems,90,113,Redundant Electrical Feeder,80,4,Uptime Institute Data Center Site Infrastructure Tier Standard,400000.00,900000.00,Redundant feeder systems meeting Tier requirements. Includes specialized monitoring and protection for critical facilities.
39,Lacking electrical transmission distribution/connection systems,90,120,Redundant Electrical Feeder to District Substation,75,4,Uptime Institute Data Center Site Infrastructure Tier Standard,550000.00,1300000.00,Comprehensive district-level redundant feeder meeting higher Tier standards. Includes advanced monitoring and controls.
40,Lacking electrical transmission distribution controls,90,52,Installation-wide SCADA System (Energy),90,8,Industrial Control Systems (ICS) Cybersecurity,175000.00,450000.00,"Implementation of secure distribution control systems. Includes secure controllers, communications, and monitoring with advanced cybersecurity."
40,Lacking electrical transmission distribution controls,95,118,Automatic Sectionalizers on Distribution Lines,80,12,Microgrid,150000.00,400000.00,"Implementation of automatic sectionalizing equipment for microgrid distribution. Includes smart switches, controls, and communications."
40,Lacking electrical transmission distribution controls,85,47,Energy Management and Control Systems (EMCS),85,12,Microgrid,200000.00,500000.00,"Advanced EMCS with distribution control capabilities within microgrid framework. Includes controllers, sensors, and management software."
40,Lacking electrical transmission distribution controls,90,52,Installation-wide SCADA System (Energy),85,12,Microgrid,225000.00,550000.00,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software."
40,Lacking electrical transmission distribution controls,95,132,Remote Substation Controls / Operations,100,7,Substations,250000.00,600000.00,Implementation of distribution control systems for substations. Includes automation equipment and control hardware/software.
40,Lacking electrical transmission distribution controls,95,122,Remote Substation Monitoring and Controls,100,7,Substations,300000.00,700000.00,"Enhanced monitoring and control systems for distribution. Includes sensors, communications equipment, and management software."
41,Lacking plumbing system,85,140,Low-Flow Plumbing Fixtures,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
41,Lacking plumbing system,90,145,Redundant/Looped Water Line,100,18,Redundant Water Infrastructure,13666.6667,37500.00,Same logic as Gap 32/Strategy 154. Allocated SCADA cost per building.
41,Lacking plumbing system,80,141,Water Conservation Measures,100,19,Water Conservation & Alternative Supply,13666.6667,37500.00,"Same logic as Gap 32/Strategy 139 (Wastewater SCADA). Allocated cost per building (~135) for water system SCADA node and share of central system, reflecting retrofit complexity."
42,Facility / asset / system lacks sufficient space,70,25,Simplified HVAC Systems (Reduced Component Failure),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
42,Facility / asset / system lacks sufficient space,65,96,Standardization of Replacement Parts,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
43,Lacking or no access to ventilation,85,33,Redundant HVAC Systems for Critical Loads,80,4,Uptime Institute Data Center Site Infrastructure Tier Standard,325000.00,800000.00,Redundant ventilation systems meeting Tier requirements. Includes N+1 or 2N air handling systems and environmental controls.
43,Lacking or no access to ventilation,75,27,Cooling Capacity for Critical Loads,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
43,Lacking or no access to ventilation,90,56,HVAC Performance Upgrades,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
43,Lacking or no access to ventilation,80,25,Simplified HVAC Systems (Reduced Component Failure),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
44,Lack of developable land,NULL,NULL,No Relevant Matches,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
45,Lacking or no access to adequate power surge protection systems,75,111,Adequate Electrical Circuit Condition,90,14,Power Quality,100000.00,250000.00,Comprehensive surge protection with power quality features. Includes filtering and monitoring equipment.
45,Lacking or no access to adequate power surge protection systems,80,24,Hardened Electrical Distribution Components,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
46,Lack of adequate fire suppression / risk mitigation,75,124,Insulated Power Line Replacement,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
47,"Requirements are inadequately manual, automated / modernized system is needed",95,52,Installation-wide SCADA System (Energy),90,8,Industrial Control Systems (ICS) Cybersecurity,200000.00,500000.00,"Modernization of manual energy systems with secure automation. Includes secure controllers, sensors, communications, and monitoring."
47,"Requirements are inadequately manual, automated / modernized system is needed",90,139,Installation-wide SCADA System (Wastewater),100,21,Water System Management & Monitoring,38333.3333,125000.00,Same logic as Gap 63/Strategy 139. Higher range reflects complexity of integrating multiple disparate water-related controls at building level into new SCADA during retrofit.
47,"Requirements are inadequately manual, automated / modernized system is needed",90,154,Installation-wide SCADA System (Water),100,21,Water System Management & Monitoring,38333.3333,125000.00,"Cost per building for installing submeters. Range increased for retrofit (cutting into existing pipes, potentially difficult locations) and integrating with central data collection/AMR system. Depends"
47,"Requirements are inadequately manual, automated / modernized system is needed",90,118,Automatic Sectionalizers on Distribution Lines,80,12,Microgrid,175000.00,450000.00,"Modernization of manual switching systems with automatic sectionalizers. Includes smart switches, sensors, communications, and control systems."
47,"Requirements are inadequately manual, automated / modernized system is needed",90,47,Energy Management and Control Systems (EMCS),85,12,Microgrid,225000.00,550000.00,"Modernization of manual energy systems with comprehensive EMCS. Includes advanced controllers, sensors, software, and integration with microgrid."
47,"Requirements are inadequately manual, automated / modernized system is needed",95,52,Installation-wide SCADA System (Energy),85,12,Microgrid,250000.00,600000.00,"Comprehensive modernization with SCADA systems. Includes controllers, sensors, communications, software, and integration with microgrid systems."
47,"Requirements are inadequately manual, automated / modernized system is needed",90,132,Remote Substation Controls / Operations,100,7,Substations,275000.00,650000.00,"Modernization of manual substation controls with automation. Includes SCADA equipment, software, and training."
47,"Requirements are inadequately manual, automated / modernized system is needed",90,122,Remote Substation Monitoring and Controls,100,7,Substations,325000.00,750000.00,"Comprehensive modernization of substation monitoring and controls. Includes sensors, communications, and management software."
48,Secure areas /perimeter lack visibility,NULL,NULL,No Relevant Matches,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
49,Lacking or no access to adequate humidity controls,80,33,Redundant HVAC Systems for Critical Loads,80,4,Uptime Institute Data Center Site Infrastructure Tier Standard,350000.00,850000.00,Redundant HVAC with precise humidity control meeting Tier standards. Includes specialized humidity management equipment.
49,Lacking or no access to adequate humidity controls,75,27,Cooling Capacity for Critical Loads,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
49,Lacking or no access to adequate humidity controls,85,56,HVAC Performance Upgrades,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
50,Lacks adequate water softening system,NULL,NULL,No Relevant Matches,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
51,Lacking Redundant HVAC Systems for Critical Loads,90,22,Alternate Cooling Generation,90,16,Combined Heat and Power (CHP),500000.00,1100000.00,CHP with absorption cooling focused on critical spaces. Includes redundant cooling distribution and controls for critical area thermal management.
51,Lacking Redundant HVAC Systems for Critical Loads,90,23,Alternate Heat Generation,95,16,Combined Heat and Power (CHP),450000.00,1000000.00,CHP optimized for providing redundant heating to critical areas. Includes dedicated thermal distribution paths and monitoring for critical spaces.
51,Lacking Redundant HVAC Systems for Critical Loads,90,23,Alternate Heat Generation,75,5,Fuel Cells,200000.00,450000.00,HVAC-focused CHP fuel cell system with thermal recovery specifically sized for critical space conditioning.
51,Lacking Redundant HVAC Systems for Critical Loads,90,23,Alternate Heat Generation,65,1,Geothermal,300000.00,800000.00,"Geothermal system sized specifically for critical load areas. Includes ground loops, heat pumps, and dedicated distribution for critical spaces."
51,Lacking Redundant HVAC Systems for Critical Loads,90,23,Alternate Heat Generation,85,13,Nuclear Generators,2000000.00,5500000.00,Building's share of SMR providing redundant heating/cooling for critical areas. Includes specialized thermal distribution.
51,Lacking Redundant HVAC Systems for Critical Loads,95,33,Redundant HVAC Systems for Critical Loads,80,4,Uptime Institute Data Center Site Infrastructure Tier Standard,375000.00,900000.00,Comprehensive redundant HVAC meeting Tier standards for critical facilities. Includes N+1 or 2N systems with controls.
51,Lacking Redundant HVAC Systems for Critical Loads,90,31,Portable Backup HVAC Systems,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
51,Lacking Redundant HVAC Systems for Critical Loads,85,30,Portable HVAC System Tie-in Connection,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
52,Lacking emergency cooling quick-connect,85,31,Portable Backup HVAC Systems,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
52,Lacking emergency cooling quick-connect,95,30,Portable HVAC System Tie-in Connection,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
53,Lacking comprehensive energy awareness and education program,90,61,Energy Management Protocol,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
53,Lacking comprehensive energy awareness and education program,80,53,Energy Management System Personnel,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
53,Lacking comprehensive energy awareness and education program,80,90,Personnel Training to Achieve Redundant Expertise,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
54,Lacking adequate separation between military and civilian systems/networks,85,51,Communications Network Encryption,95,8,Industrial Control Systems (ICS) Cybersecurity,100000.00,275000.00,"Enhanced encryption and separation between different security domains. Includes advanced encryption, cross-domain solutions, and monitoring."
54,Lacking adequate separation between military and civilian systems/networks,95,48,Isolated Communications Strands / Zones,95,8,Industrial Control Systems (ICS) Cybersecurity,125000.00,300000.00,"Physical and logical separation of networks with security monitoring. Includes data diodes, air gaps, and secure information exchange."
54,Lacking adequate separation between military and civilian systems/networks,85,51,Communications Network Encryption,80,12,Microgrid,150000.00,350000.00,Enhanced encryption and separation for microgrid controls between security domains. Includes advanced encryption and monitoring systems.
54,Lacking adequate separation between military and civilian systems/networks,95,48,Isolated Communications Strands / Zones,80,12,Microgrid,175000.00,400000.00,"Advanced physical and logical separation of microgrid networks. Includes data diodes, air gaps, and secure information exchange mechanisms."
54,Lacking adequate separation between military and civilian systems/networks,95,48,Isolated Communications Strands / Zones,70,14,Power Quality,150000.00,350000.00,Enhanced isolation with power quality monitoring capabilities. Includes secure monitoring and filtering systems.
55,Lacking adequate facility access control systems/protocols for emergency response,95,94,Provision of Master Access Keys to Repair Teams,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
55,Lacking adequate facility access control systems/protocols for emergency response,80,104,Repair and EOC Shift Alignment and Coordination,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
56,Lacking comprehensive outage history tracking and analysis system,95,89,Electrical System Failure Forensics Capacity,85,11,Generator Reliability,50000.00,150000.00,"Implementation of outage tracking and analysis systems. Includes software, sensors, and analytical tools for reliability improvement."
56,Lacking comprehensive outage history tracking and analysis system,80,52,Installation-wide SCADA System (Energy),90,8,Industrial Control Systems (ICS) Cybersecurity,90000.00,250000.00,"Implementation of secure outage tracking and analysis systems. Includes secure data collection, storage, and analytical tools."
56,Lacking comprehensive outage history tracking and analysis system,80,52,Installation-wide SCADA System (Energy),85,12,Microgrid,125000.00,300000.00,"Implementation of outage tracking and analysis within microgrid SCADA. Includes data collection, storage, and analytical tools."
56,Lacking comprehensive outage history tracking and analysis system,75,46,Building Systems Monitoring,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
56,Lacking comprehensive outage history tracking and analysis system,90,99,Centralized Damage Assessment Database (Digital or Hardcopy),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
56,Lacking comprehensive outage history tracking and analysis system,75,65,Submetering on Power Systems,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
57,Substation location presents vulnerabilities or access challenges,85,119,District Substation Interconnect (Backfeeding),75,14,Power Quality,450000.00,1000000.00,Alternative substation connections with power quality features. Includes conditioning and monitoring equipment.
57,Substation location presents vulnerabilities or access challenges,90,115,Substation Hardening,75,14,Power Quality,300000.00,700000.00,"Enhanced substation hardening with power quality focus. Includes surge protection, filtering, and monitoring."
57,Substation location presents vulnerabilities or access challenges,85,130,Alternate Substation Connection (Off-site Level),100,7,Substations,850000.00,2100000.00,Connection to alternate off-site substation due to vulnerabilities. Includes long-distance infrastructure and protection.
57,Substation location presents vulnerabilities or access challenges,85,119,District Substation Interconnect (Backfeeding),100,7,Substations,550000.00,1400000.00,Implementation of backfeeding capability to address location vulnerabilities. Includes specialized protection equipment.
57,Substation location presents vulnerabilities or access challenges,85,131,Installation Substation Interconnect (Backfeeding),100,7,Substations,650000.00,1600000.00,Enhanced backfeeding capability between installation substations. Includes specialized switchgear and protection.
57,Substation location presents vulnerabilities or access challenges,90,115,Substation Hardening,100,7,Substations,400000.00,1000000.00,Comprehensive hardening focused on location-specific vulnerabilities. Includes enhanced physical and electronic protection.
57,Substation location presents vulnerabilities or access challenges,85,119,District Substation Interconnect (Backfeeding),75,4,Uptime Institute Data Center Site Infrastructure Tier Standard,600000.00,1400000.00,Enhanced backfeeding capability addressing substation vulnerabilities and meeting Tier requirements. Includes specialized protection.
57,Substation location presents vulnerabilities or access challenges,85,131,Installation Substation Interconnect (Backfeeding),75,4,Uptime Institute Data Center Site Infrastructure Tier Standard,700000.00,1600000.00,Advanced installation-level backfeeding addressing vulnerabilities and meeting higher Tier standards. Includes comprehensive systems.
58,Lacking adequate diagnostic capabilities/equipment for system failures,95,89,Electrical System Failure Forensics Capacity,85,11,Generator Reliability,65000.00,175000.00,Procurement of advanced diagnostic equipment and development of failure analysis protocols. Includes staff training and documentation.
58,Lacking adequate diagnostic capabilities/equipment for system failures,85,52,Installation-wide SCADA System (Energy),90,8,Industrial Control Systems (ICS) Cybersecurity,110000.00,275000.00,"Implementation of secure diagnostic systems for energy infrastructure. Includes secure sensors, analytical tools, and monitoring equipment."
58,Lacking adequate diagnostic capabilities/equipment for system failures,85,52,Installation-wide SCADA System (Energy),85,12,Microgrid,150000.00,350000.00,"Enhanced diagnostic capabilities within microgrid SCADA. Includes advanced sensors, fault location systems, and analytical tools."
58,Lacking adequate diagnostic capabilities/equipment for system failures,80,46,Building Systems Monitoring,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
58,Lacking adequate diagnostic capabilities/equipment for system failures,85,102,Multidisciplinary Disaster Assistance Response Teams (DARTs) Using Standardized Checklists,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
58,Lacking adequate diagnostic capabilities/equipment for system failures,80,65,Submetering on Power Systems,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
59,Lacking long-term water source sustainability assessment,85,161,Base Water Rights Documentation,100,20,Water Resource Planning & Management,9250.00,23166.6667,"Allocated cost per building (divided across all 230 or just the 135 assessed, depending on scope - assumed 135 here) for system-wide assessment study by consultants. Higher range reflects complexity o"
59,Lacking long-term water source sustainability assessment,95,162,Collaborative Groundwater Resource Planning,90,20,Water Resource Planning & Management,9250.00,23166.6667,Same logic as Gap 25/Strategy 157. Allocated cost per building for assessment study.
