prelim_gap_id,prelim_gap_description,gap_library_id,gap_library_description,relevancy_score,IEP Entry ID,Mission,Mission or Installation Wide,Resource Category,Installation(s),Installation_Cd,Gap_Or_Opportunity?
2946,Conversion to dual fuel backup systems is needed.,31,Lacking or no access to Dual-Fuel asset / system,96,JBA116,Navy,Mission,Power,JB ANDREWS,AJXF,Resilience Opportunity
2946,Conversion to dual fuel backup systems is needed.,35,Lacking access to alternate non-electric fuel source,88,JBA116,Navy,Mission,Power,JB ANDREWS,AJXF,Resilience Opportunity
2946,Conversion to dual fuel backup systems is needed.,12,Lacks adequate resupply/refueling protocol/logistics,78,JBA116,Navy,Mission,Power,JB ANDREWS,AJXF,Resilience Opportunity
2946,Conversion to dual fuel backup systems is needed.,13,Asset / system requires standardization / optimization / simplification,66,JBA116,Navy,Mission,Power,JB ANDREWS,AJXF,Resilience Opportunity
2946,Conversion to dual fuel backup systems is needed.,25,Lacking vulnerability / resiliency / adequacy assessment,62,JBA116,Navy,Mission,Power,JB ANDREWS,AJXF,Resilience Opportunity
2951,"Consider dual fuel backup generators. ",31,Lacking or no access to Dual-Fuel asset / system,96,JBA29,"Airlift ΓÇô Very Important Persons (VIPs) ",Mission,Power,JB ANDREWS,AJXF,Resilience Opportunity
2951,"Consider dual fuel backup generators. ",35,Lacking access to alternate non-electric fuel source,88,JBA29,"Airlift ΓÇô Very Important Persons (VIPs) ",Mission,Power,JB ANDREWS,AJXF,Resilience Opportunity
2951,"Consider dual fuel backup generators. ",12,Lacks adequate resupply/refueling protocol/logistics,78,JBA29,"Airlift ΓÇô Very Important Persons (VIPs) ",Mission,Power,JB ANDREWS,AJXF,Resilience Opportunity
2951,"Consider dual fuel backup generators. ",13,Asset / system requires standardization / optimization / simplification,66,JBA29,"Airlift ΓÇô Very Important Persons (VIPs) ",Mission,Power,JB ANDREWS,AJXF,Resilience Opportunity
2951,"Consider dual fuel backup generators. ",25,Lacking vulnerability / resiliency / adequacy assessment,62,JBA29,"Airlift ΓÇô Very Important Persons (VIPs) ",Mission,Power,JB ANDREWS,AJXF,Resilience Opportunity
2952,Communications are isolated.,22,Lacking emergency operations protocol / logistics / alerts / comms,96,JBA68,Air National Guard (ANG) ΓÇô Air Sovereignty,Mission,Power,JB ANDREWS,AJXF,Not A Gap
2952,Communications are isolated.,63,Lacking integration between different control systems,94,JBA68,Air National Guard (ANG) ΓÇô Air Sovereignty,Mission,Power,JB ANDREWS,AJXF,Not A Gap
2952,Communications are isolated.,32,Lacking or no access to remote controls / operations,82,JBA68,Air National Guard (ANG) ΓÇô Air Sovereignty,Mission,Power,JB ANDREWS,AJXF,Not A Gap
2952,Communications are isolated.,10,Lacking or requires upgrades to centralized asset / system,74,JBA68,Air National Guard (ANG) ΓÇô Air Sovereignty,Mission,Power,JB ANDREWS,AJXF,Not A Gap
2952,Communications are isolated.,8,Lacking redundant electrical feed,58,JBA68,Air National Guard (ANG) ΓÇô Air Sovereignty,Mission,Power,JB ANDREWS,AJXF,Not A Gap
2954,Building system monitoring is needed.,16,Lacking or no access to adequate building systems assets / systems,96,JBA136,Aerospace Control Alert (ACA),Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2954,Building system monitoring is needed.,15,Lacking or no access of adequate metering or submetering systems,94,JBA136,Aerospace Control Alert (ACA),Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2954,Building system monitoring is needed.,18,Lacking or no access to adequate energy management / protocol / personnel / training,86,JBA136,Aerospace Control Alert (ACA),Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2954,Building system monitoring is needed.,32,Lacking or no access to remote controls / operations,82,JBA136,Aerospace Control Alert (ACA),Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2954,Building system monitoring is needed.,63,Lacking integration between different control systems,76,JBA136,Aerospace Control Alert (ACA),Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2957,Backup systems are not physically protected.Lack of documentation on electrical system and what loads are on generators.,37,Lacking┬á or no access to┬á hardening / safety or security improvements,96,JBA77,ANG ΓÇô Command,Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2957,Backup systems are not physically protected.Lack of documentation on electrical system and what loads are on generators.,62,Lacking adequate system documentation and as-built drawings,96,JBA77,ANG ΓÇô Command,Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2957,Backup systems are not physically protected.Lack of documentation on electrical system and what loads are on generators.,11,Lacking secure facility for critical operations /power,92,JBA77,ANG ΓÇô Command,Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2957,Backup systems are not physically protected.Lack of documentation on electrical system and what loads are on generators.,25,Lacking vulnerability / resiliency / adequacy assessment,84,JBA77,ANG ΓÇô Command,Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2957,Backup systems are not physically protected.Lack of documentation on electrical system and what loads are on generators.,15,Lacking or no access of adequate metering or submetering systems,78,JBA77,ANG ΓÇô Command,Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2958,Backup systems are not physically protected. Generators are oversized.,37,Lacking┬á or no access to┬á hardening / safety or security improvements,96,JBA90,ANG ΓÇô VIP,Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2958,Backup systems are not physically protected. Generators are oversized.,11,Lacking secure facility for critical operations /power,94,JBA90,ANG ΓÇô VIP,Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2958,Backup systems are not physically protected. Generators are oversized.,4,Generator requires adequate sizing / testing,96,JBA90,ANG ΓÇô VIP,Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2958,Backup systems are not physically protected. Generators are oversized.,13,Asset / system requires standardization / optimization / simplification,72,JBA90,ANG ΓÇô VIP,Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2958,Backup systems are not physically protected. Generators are oversized.,25,Lacking vulnerability / resiliency / adequacy assessment,75,JBA90,ANG ΓÇô VIP,Mission,Power,JB ANDREWS,AJXF,Resilience Gap
2959,"Portable generator hookups are needed for B79 to back up HVAC/lighting, and the 800-series magazines to support opening doors.",3,Lacking┬ágenerator quick-connect tie-in connection,96,M4-G2,Naval Munitions Command Atlantic UC,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2959,"Portable generator hookups are needed for B79 to back up HVAC/lighting, and the 800-series magazines to support opening doors.",2,Lacking┬á access to┬áportable backup power,94,M4-G2,Naval Munitions Command Atlantic UC,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2959,"Portable generator hookups are needed for B79 to back up HVAC/lighting, and the 800-series magazines to support opening doors.",1,Lacking backup power,88,M4-G2,Naval Munitions Command Atlantic UC,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2959,"Portable generator hookups are needed for B79 to back up HVAC/lighting, and the 800-series magazines to support opening doors.",51,Lacking Redundant HVAC Systems for Critical Loads,82,M4-G2,Naval Munitions Command Atlantic UC,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2959,"Portable generator hookups are needed for B79 to back up HVAC/lighting, and the 800-series magazines to support opening doors.",47,"Requirements are inadequately manual, automated / modernized system is needed",76,M4-G2,Naval Munitions Command Atlantic UC,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2961,Poor electrical communications condition between tower and lighting vault.,17,Asset is aged / lacking adequate performance,96,M1-G4,437th Operations Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2961,Poor electrical communications condition between tower and lighting vault.,22,Lacking emergency operations protocol / logistics / alerts / comms,92,M1-G4,437th Operations Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2961,Poor electrical communications condition between tower and lighting vault.,39,Lacking electrical transmission distribution/connection systems,88,M1-G4,437th Operations Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2961,Poor electrical communications condition between tower and lighting vault.,63,Lacking integration between different control systems,84,M1-G4,437th Operations Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2961,Poor electrical communications condition between tower and lighting vault.,32,Lacking or no access to remote controls / operations,78,M1-G4,437th Operations Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2962,"Poor electrical circuit/equipment condition in 800-series magazines due to aged transformers/ equipment. Buildings B79, B152, B153, and B154 electrical circuits/equipment are in poor condition.",17,Asset is aged / lacking adequate performance,98,M4-G1,Naval Munitions Command Atlantic UC,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2962,"Poor electrical circuit/equipment condition in 800-series magazines due to aged transformers/ equipment. Buildings B79, B152, B153, and B154 electrical circuits/equipment are in poor condition.",39,Lacking electrical transmission distribution/connection systems,88,M4-G1,Naval Munitions Command Atlantic UC,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2962,"Poor electrical circuit/equipment condition in 800-series magazines due to aged transformers/ equipment. Buildings B79, B152, B153, and B154 electrical circuits/equipment are in poor condition.",10,Lacking or requires upgrades to centralized asset / system,84,M4-G1,Naval Munitions Command Atlantic UC,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2962,"Poor electrical circuit/equipment condition in 800-series magazines due to aged transformers/ equipment. Buildings B79, B152, B153, and B154 electrical circuits/equipment are in poor condition.",25,Lacking vulnerability / resiliency / adequacy assessment,78,M4-G1,Naval Munitions Command Atlantic UC,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2962,"Poor electrical circuit/equipment condition in 800-series magazines due to aged transformers/ equipment. Buildings B79, B152, B153, and B154 electrical circuits/equipment are in poor condition.",20,Lacking or no access to parts / replacement assets,72,M4-G1,Naval Munitions Command Atlantic UC,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2963,"Poor electrical circuit condition in B54, per BUILDER.",17,Asset is aged / lacking adequate performance,98,M3-G1,315th Airlift Wing,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2963,"Poor electrical circuit condition in B54, per BUILDER.",39,Lacking electrical transmission distribution/connection systems,88,M3-G1,315th Airlift Wing,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2963,"Poor electrical circuit condition in B54, per BUILDER.",10,Lacking or requires upgrades to centralized asset / system,84,M3-G1,315th Airlift Wing,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2963,"Poor electrical circuit condition in B54, per BUILDER.",25,Lacking vulnerability / resiliency / adequacy assessment,76,M3-G1,315th Airlift Wing,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2963,"Poor electrical circuit condition in B54, per BUILDER.",20,Lacking or no access to parts / replacement assets,68,M3-G1,315th Airlift Wing,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2964,Poor electrical circuit condition in B2400 is causing circuit trips.,17,Asset is aged / lacking adequate performance,98,M2-G1,Naval Nuclear Power Training Command,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2964,Poor electrical circuit condition in B2400 is causing circuit trips.,45,Lacking┬á or no access to adequate power surge protection systems,88,M2-G1,Naval Nuclear Power Training Command,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2964,Poor electrical circuit condition in B2400 is causing circuit trips.,39,Lacking electrical transmission distribution/connection systems,86,M2-G1,Naval Nuclear Power Training Command,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2964,Poor electrical circuit condition in B2400 is causing circuit trips.,10,Lacking or requires upgrades to centralized asset / system,82,M2-G1,Naval Nuclear Power Training Command,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2964,Poor electrical circuit condition in B2400 is causing circuit trips.,25,Lacking vulnerability / resiliency / adequacy assessment,76,M2-G1,Naval Nuclear Power Training Command,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2977,"Mission requests that the B364 chiller needs to be on generator, but the generator is not large enough to handle the load. Would like servers on the generator.",1,Lacking backup power,95,M4-G2,628th Medical Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2977,"Mission requests that the B364 chiller needs to be on generator, but the generator is not large enough to handle the load. Would like servers on the generator.",5,Lacking building-level UPS,90,M4-G2,628th Medical Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2977,"Mission requests that the B364 chiller needs to be on generator, but the generator is not large enough to handle the load. Would like servers on the generator.",23,Lacking or no access to adequate graceful shutdown procedure,88,M4-G2,628th Medical Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2977,"Mission requests that the B364 chiller needs to be on generator, but the generator is not large enough to handle the load. Would like servers on the generator.",4,Generator requires adequate sizing / testing,85,M4-G2,628th Medical Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2977,"Mission requests that the B364 chiller needs to be on generator, but the generator is not large enough to handle the load. Would like servers on the generator.",51,Lacking Redundant HVAC Systems for Critical Loads,82,M4-G2,628th Medical Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2978,"Mission has requested that B206 and B2400 be provided with backup generators, and to add B2409 boilers to the generator to support the galley.",1,Lacking backup power,95,M2-G4,Naval Nuclear Power Training Command,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2978,"Mission has requested that B206 and B2400 be provided with backup generators, and to add B2409 boilers to the generator to support the galley.",4,Generator requires adequate sizing / testing,90,M2-G4,Naval Nuclear Power Training Command,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2978,"Mission has requested that B206 and B2400 be provided with backup generators, and to add B2409 boilers to the generator to support the galley.",3,Lacking┬ágenerator quick-connect tie-in connection,88,M2-G4,Naval Nuclear Power Training Command,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2978,"Mission has requested that B206 and B2400 be provided with backup generators, and to add B2409 boilers to the generator to support the galley.",51,Lacking Redundant HVAC Systems for Critical Loads,82,M2-G4,Naval Nuclear Power Training Command,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2978,"Mission has requested that B206 and B2400 be provided with backup generators, and to add B2409 boilers to the generator to support the galley.",25,Lacking vulnerability / resiliency / adequacy assessment,76,M2-G4,Naval Nuclear Power Training Command,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2979,"Maintenance facilities do not have portable backup generators, which are needed to back up lights and compressed-air systems.",2,Lacking┬á access to┬áportable backup power,96,M7-G1,Army Field Support Battalion,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2979,"Maintenance facilities do not have portable backup generators, which are needed to back up lights and compressed-air systems.",3,Lacking┬ágenerator quick-connect tie-in connection,95,M7-G1,Army Field Support Battalion,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2979,"Maintenance facilities do not have portable backup generators, which are needed to back up lights and compressed-air systems.",1,Lacking backup power,90,M7-G1,Army Field Support Battalion,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2979,"Maintenance facilities do not have portable backup generators, which are needed to back up lights and compressed-air systems.",14,Lacking adequate non-generator asset /system capacity,78,M7-G1,Army Field Support Battalion,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2979,"Maintenance facilities do not have portable backup generators, which are needed to back up lights and compressed-air systems.",10,Lacking or requires upgrades to centralized asset / system,72,M7-G1,Army Field Support Battalion,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2980,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings. Several lighting issues exist with emergency lighting.,17,Asset is aged / lacking adequate performance,95,M3-G3,Nuclear Power Training Unit,Mission,Power,JB Charleston,DKFX,Resilience Gap
2980,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings. Several lighting issues exist with emergency lighting.,10,Lacking or requires upgrades to centralized asset / system,88,M3-G3,Nuclear Power Training Unit,Mission,Power,JB Charleston,DKFX,Resilience Gap
2980,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings. Several lighting issues exist with emergency lighting.,34,Lacking access to alternate / renewable electrical power source,75,M3-G3,Nuclear Power Training Unit,Mission,Power,JB Charleston,DKFX,Resilience Gap
2980,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings. Several lighting issues exist with emergency lighting.,13,Asset / system requires standardization / optimization / simplification,72,M3-G3,Nuclear Power Training Unit,Mission,Power,JB Charleston,DKFX,Resilience Gap
2980,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings. Several lighting issues exist with emergency lighting.,25,Lacking vulnerability / resiliency / adequacy assessment,60,M3-G3,Nuclear Power Training Unit,Mission,Power,JB Charleston,DKFX,Resilience Gap
2981,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,17,Asset is aged / lacking adequate performance,95,M1-G5,437th Operations Group,Mission,Power,JB Charleston,DKFX,Not a Gap
2981,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,10,Lacking or requires upgrades to centralized asset / system,88,M1-G5,437th Operations Group,Mission,Power,JB Charleston,DKFX,Not a Gap
2981,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,34,Lacking access to alternate / renewable electrical power source,75,M1-G5,437th Operations Group,Mission,Power,JB Charleston,DKFX,Not a Gap
2981,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,13,Asset / system requires standardization / optimization / simplification,72,M1-G5,437th Operations Group,Mission,Power,JB Charleston,DKFX,Not a Gap
2981,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,25,Lacking vulnerability / resiliency / adequacy assessment,60,M1-G5,437th Operations Group,Mission,Power,JB Charleston,DKFX,Not a Gap
2982,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,17,Asset is aged / lacking adequate performance,95,M4-G4,628th Medical Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2982,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,10,Lacking or requires upgrades to centralized asset / system,88,M4-G4,628th Medical Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2982,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,34,Lacking access to alternate / renewable electrical power source,75,M4-G4,628th Medical Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2982,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,13,Asset / system requires standardization / optimization / simplification,72,M4-G4,628th Medical Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2982,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,25,Lacking vulnerability / resiliency / adequacy assessment,60,M4-G4,628th Medical Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2984,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,17,Asset is aged / lacking adequate performance,95,M4-G4,Naval Munitions Command Atlantic UC,Mission,Power,JB Charleston,DKFX,Resilience Gap
2984,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,10,Lacking or requires upgrades to centralized asset / system,88,M4-G4,Naval Munitions Command Atlantic UC,Mission,Power,JB Charleston,DKFX,Resilience Gap
2984,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,34,Lacking access to alternate / renewable electrical power source,75,M4-G4,Naval Munitions Command Atlantic UC,Mission,Power,JB Charleston,DKFX,Resilience Gap
2984,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,13,Asset / system requires standardization / optimization / simplification,72,M4-G4,Naval Munitions Command Atlantic UC,Mission,Power,JB Charleston,DKFX,Resilience Gap
2984,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,25,Lacking vulnerability / resiliency / adequacy assessment,60,M4-G4,Naval Munitions Command Atlantic UC,Mission,Power,JB Charleston,DKFX,Resilience Gap
2985,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,17,Asset is aged / lacking adequate performance,95,M6-G4,Naval Health Clinic Charleston,Mission,Power,JB Charleston,DKFX,Resilience Opportunity
2985,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,10,Lacking or requires upgrades to centralized asset / system,88,M6-G4,Naval Health Clinic Charleston,Mission,Power,JB Charleston,DKFX,Resilience Opportunity
2985,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,34,Lacking access to alternate / renewable electrical power source,75,M6-G4,Naval Health Clinic Charleston,Mission,Power,JB Charleston,DKFX,Resilience Opportunity
2985,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,13,Asset / system requires standardization / optimization / simplification,72,M6-G4,Naval Health Clinic Charleston,Mission,Power,JB Charleston,DKFX,Resilience Opportunity
2985,Lighting retrofits have not been completed in more than 50 percent of the missionΓÇÖs buildings.,25,Lacking vulnerability / resiliency / adequacy assessment,60,M6-G4,Naval Health Clinic Charleston,Mission,Power,JB Charleston,DKFX,Resilience Opportunity
2986,Lighting retrofits have not been completed in more than 25 percent of the missionΓÇÖs buildings.,17,Asset is aged / lacking adequate performance,95,M2-G5,Naval Nuclear Power Training Command,Mission,Power,JB Charleston,DKFX,Not a Gap
2986,Lighting retrofits have not been completed in more than 25 percent of the missionΓÇÖs buildings.,10,Lacking or requires upgrades to centralized asset / system,88,M2-G5,Naval Nuclear Power Training Command,Mission,Power,JB Charleston,DKFX,Not a Gap
2986,Lighting retrofits have not been completed in more than 25 percent of the missionΓÇÖs buildings.,34,Lacking access to alternate / renewable electrical power source,75,M2-G5,Naval Nuclear Power Training Command,Mission,Power,JB Charleston,DKFX,Not a Gap
2986,Lighting retrofits have not been completed in more than 25 percent of the missionΓÇÖs buildings.,13,Asset / system requires standardization / optimization / simplification,72,M2-G5,Naval Nuclear Power Training Command,Mission,Power,JB Charleston,DKFX,Not a Gap
2986,Lighting retrofits have not been completed in more than 25 percent of the missionΓÇÖs buildings.,25,Lacking vulnerability / resiliency / adequacy assessment,60,M2-G5,Naval Nuclear Power Training Command,Mission,Power,JB Charleston,DKFX,Not a Gap
2989,Lighting retrofits have not been completed in B49 and B54.,17,Asset is aged / lacking adequate performance,95,M3-G3,317th Airlift Wing,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2989,Lighting retrofits have not been completed in B49 and B54.,10,Lacking or requires upgrades to centralized asset / system,88,M3-G3,317th Airlift Wing,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2989,Lighting retrofits have not been completed in B49 and B54.,34,Lacking access to alternate / renewable electrical power source,75,M3-G3,317th Airlift Wing,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2989,Lighting retrofits have not been completed in B49 and B54.,13,Asset / system requires standardization / optimization / simplification,72,M3-G3,317th Airlift Wing,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2989,Lighting retrofits have not been completed in B49 and B54.,25,Lacking vulnerability / resiliency / adequacy assessment,60,M3-G3,317th Airlift Wing,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2991,Lack of LPS at B456.,45,Lacking┬á or no access to adequate power surge protection systems,96,M7-G2,Army Field Support Battalion,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2991,Lack of LPS at B456.,37,Lacking┬á or no access to┬á hardening / safety or security improvements,90,M7-G2,Army Field Support Battalion,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2991,Lack of LPS at B456.,25,Lacking vulnerability / resiliency / adequacy assessment,85,M7-G2,Army Field Support Battalion,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2991,Lack of LPS at B456.,17,Asset is aged / lacking adequate performance,65,M7-G2,Army Field Support Battalion,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2991,Lack of LPS at B456.,10,Lacking or requires upgrades to centralized asset / system,60,M7-G2,Army Field Support Battalion,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2993,Lack of graceful or phased shutdown plan upon loss of power.,23,Lacking or no access to adequate graceful shutdown procedure,98,M2-G2,437th Maintenance Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2993,Lack of graceful or phased shutdown plan upon loss of power.,22,Lacking emergency operations protocol / logistics / alerts / comms,90,M2-G2,437th Maintenance Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2993,Lack of graceful or phased shutdown plan upon loss of power.,18,Lacking or no access to adequate energy management / protocol / personnel / training,85,M2-G2,437th Maintenance Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2993,Lack of graceful or phased shutdown plan upon loss of power.,1,Lacking backup power,75,M2-G2,437th Maintenance Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2993,Lack of graceful or phased shutdown plan upon loss of power.,6,Lacking UPS for critical equipment,70,M2-G2,437th Maintenance Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2996,HVAC systems required for temperature control of sensitive equipment in B59 were unpowered or experienced issues during the ERRE.,51,Lacking Redundant HVAC Systems for Critical Loads,96,M2-G3,437th Maintenance Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2996,HVAC systems required for temperature control of sensitive equipment in B59 were unpowered or experienced issues during the ERRE.,1,Lacking backup power,92,M2-G3,437th Maintenance Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2996,HVAC systems required for temperature control of sensitive equipment in B59 were unpowered or experienced issues during the ERRE.,6,Lacking UPS for critical equipment,85,M2-G3,437th Maintenance Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2996,HVAC systems required for temperature control of sensitive equipment in B59 were unpowered or experienced issues during the ERRE.,9,Climate/weather/temperature conditions limit system capability,80,M2-G3,437th Maintenance Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2996,HVAC systems required for temperature control of sensitive equipment in B59 were unpowered or experienced issues during the ERRE.,49,Lacking┬á or no access to adequate humidity controls,78,M2-G3,437th Maintenance Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2999,Generators supporting B169 and B201 are close to capacity. B169 generator failed during the Energy Resilience Readiness Exercise (ERRE) due to a failed radiator line.,4,Generator requires adequate sizing / testing,95,M1-G1,437th Operations Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2999,Generators supporting B169 and B201 are close to capacity. B169 generator failed during the Energy Resilience Readiness Exercise (ERRE) due to a failed radiator line.,17,Asset is aged / lacking adequate performance,90,M1-G1,437th Operations Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2999,Generators supporting B169 and B201 are close to capacity. B169 generator failed during the Energy Resilience Readiness Exercise (ERRE) due to a failed radiator line.,19,Lacking or no access to preventative maintenance / personnel / training / protocol,78,M1-G1,437th Operations Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2999,Generators supporting B169 and B201 are close to capacity. B169 generator failed during the Energy Resilience Readiness Exercise (ERRE) due to a failed radiator line.,20,Lacking or no access to parts / replacement assets,75,M1-G1,437th Operations Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
2999,Generators supporting B169 and B201 are close to capacity. B169 generator failed during the Energy Resilience Readiness Exercise (ERRE) due to a failed radiator line.,25,Lacking vulnerability / resiliency / adequacy assessment,70,M1-G1,437th Operations Group,Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
3000,"Generators for B3196 and B3304 do not meet minimum 30-percent load requirements, per AFMAN 32-1062.",4,Generator requires adequate sizing / testing,96,M8-G1,"Military Surface Deployment and Distribution Command, 841st Trasnportation Battalion",Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
3000,"Generators for B3196 and B3304 do not meet minimum 30-percent load requirements, per AFMAN 32-1062.",13,Asset / system requires standardization / optimization / simplification,85,M8-G1,"Military Surface Deployment and Distribution Command, 841st Trasnportation Battalion",Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
3000,"Generators for B3196 and B3304 do not meet minimum 30-percent load requirements, per AFMAN 32-1062.",70,"Lacking comprehensive Operations, Maintenance & Testing framework",75,M8-G1,"Military Surface Deployment and Distribution Command, 841st Trasnportation Battalion",Mission,Power,JB CHARLESTON,DKFX,Resilience Gap
