prelim_gap_id,prelim_gap_description,gap_library_id,gap_library_description,relevancy_score,IEP Entry ID,Mission,Mission or Installation Wide,Resource Category,Installation(s),Installation_Cd,Gap_Or_Opportunity?,gap_id,Problem,GapToStrat_relatedness_score,strategy_id,General Solution Description ,TechToStrat_relevancy_score,technology_id,Technology,Cost Per Building Low ($),Cost Per Building High ($),Cost Estimation Logic,Installation,Strat_ID,Strategy / Capability,Scale,Impact_Potential,MSS3,% Impact_Potential,MAJCOM,Installation_Name,Million_BTU_FY24_AEPRR,Energy_Cost($),Total_Facility_SF,Building_Count,Combined_Relevency Score,Row_ID
4346,"There is no microgrid installed on the base. However, there is mutual interest between LAFB and APS to install a PV-plus-BESS integrated microgrid on the base.",33.0,Requires Microgrid solution,98.0,G28,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Luke,127,Installation Microgrid,Installation,113.30853829272166,113.30853829272166,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,98.0,285
4347,There is no centralized/installation-level backup circuit. Forty-six facilities on the base receive backup power from either a permanent or portable generator.,33.0,Requires Microgrid solution,80.0,G1,_ALL INSTALLATION,Installation,Backup Power,LUKE AFB,NUEX,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Luke,127,Installation Microgrid,Installation,113.30853829272166,113.30853829272166,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,80.0,286
4348,There is no centralized/installation-level backup circuit. Forty-six facilities on the base receive backup power from either a permanent or portable generator.,33.0,Requires Microgrid solution,80.0,G26,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Luke,127,Installation Microgrid,Installation,113.30853829272166,113.30853829272166,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,80.0,287
4352,The Base does not have automatic sectionalizing switches,47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,G29,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Opportunity,47,"Requirements are inadequately manual, automated / modernized system is needed",90.0,139.0,Installation-wide SCADA System (Wastewater),100.0,21.0,Water System Management & Monitoring,38333.3333,125000.0,Same logic as Gap 63/Strategy 139. Higher range reflects complexity of integrating multiple disparate water-related controls at building level into new SCADA during retrofit.,Luke,139,Installation-wide SCADA System (Wastewater),Installation,109.34825140621179,145.7976685051663,0.7500000001874999,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,95.0,288
4352,The Base does not have automatic sectionalizing switches,47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,G29,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Opportunity,47,"Requirements are inadequately manual, automated / modernized system is needed",90.0,154.0,Installation-wide SCADA System (Water),100.0,21.0,Water System Management & Monitoring,38333.3333,125000.0,"Cost per building for installing submeters. Range increased for retrofit (cutting into existing pipes, potentially difficult locations) and integrating with central data collection/AMR system. Depends",Luke,154,Installation-wide SCADA System (Water),Installation,109.34825140621179,145.7976685051663,0.7500000001874999,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,95.0,289
4353,The 12.47-kV distribution system at the base is 90-percent UG. There are two small OH sections in the B900 and B1300 areas.,39.0,Lacking electrical transmission distribution/connection systems,95.0,G27,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Opportunity,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",Luke,131,Installation Substation Interconnect (Back feeding),Installation,54.373522458628834,90.62253744917257,0.59999999988,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,95.0,290
4364,Five out of seven feeders have back-feeding capabilities. Feeder 12 (which powers the F-35 flight simulator) and Feeder 13 (which powers F-35 hangars) do not have back-feeding capabilities.,64.0,Lacking substation interconnection/backfeed capabilities,95.0,G22,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Gap,64,Lacking substation interconnection/backfeed capabilities,95.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,625000.0,1550000.0,Implementation of backfeeding capability between installation substations. Includes specialized switchgear and controls.,Luke,131,Installation Substation Interconnect (Back feeding),Installation,54.373522458628834,90.62253744917257,0.59999999988,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,95.0,291
4365,"Feeders 7, 8, 9, and 10 are well past their life spans (installed in 1970) and need to be replaced. Most of the outages at the base occur on these lines.",39.0,Lacking electrical transmission distribution/connection systems,90.0,G21,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",Luke,131,Installation Substation Interconnect (Back feeding),Installation,54.373522458628834,90.62253744917257,0.59999999988,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,90.0,292
4370,All seven feeders on the base are radially connected and operated separately. They are not looped.,39.0,Lacking electrical transmission distribution/connection systems,95.0,G25,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",Luke,131,Installation Substation Interconnect (Back feeding),Installation,54.373522458628834,90.62253744917257,0.59999999988,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,95.0,293
4456,"New TECO substation has not yet been connected to base infrastructure. Once tied in, back-feed capabilities will be limited by existing infrastructure",39.0,Lacking electrical transmission distribution/connection systems,95.0,MAC1,_ALL INSTALLATION,Installation,Power,MACDILL AFB,NVZR,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",MacDill FL,131,Installation Substation Interconnect (Back feeding),Installation,127.22780016526235,127.22780016526235,1.0,AMC,MACDILL AFB,550345.333418841,12332633.0643854,5655065.5,292,95.0,294
4494,Generators for critical facilities rely on external contractors for refuelling,12.0,Lacks adequate resupply/refueling protocol/logistics,98.0,MAC3,_ALL INSTALLATION,Installation,Power,MACDILL AFB,NVZR,Resilience Gap,12,Lacks adequate resupply/refueling protocol/logistics,95.0,19.0,Backup Generator Refueling Logistics,85.0,11.0,Generator Reliability,90000.0,225000.0,"Development of comprehensive refueling logistics. Includes contracts, delivery arrangements, and emergency protocols.",MacDill FL,19,Backup Generator Refueling Logistics,Installation,233.20615595601444,388.6769266710928,0.59999999988,AMC,MACDILL AFB,550345.333418841,12332633.0643854,5655065.5,292,83.3,295
4496,Existing overhead electrical distribution poles subject to damage from storms,37.0,Lacking┬á or no access to┬á hardening / safety or security improvements,95.0,MAC2,_ALL INSTALLATION,Installation,Power,MACDILL AFB,NVZR,Resilience Opportunity,37,Lacking or no access to hardening / safety or security improvements,95.0,156.0,Water Distribution Hardening Strategies,95.0,22.0,Water System Resilience Infrastructure,27833.3333,93333.3333,"Allocated cost per building (~135) for developing system-wide protocol, communication plan, potentially integrating alerts into existing systems. Primarily planning/admin cost.",MacDill FL,156,Water Distribution Hardening Strategies (Installation Level),Installation,102.37179487179486,170.61965815378204,0.59999999988,AMC,MACDILL AFB,550345.333418841,12332633.0643854,5655065.5,292,90.25,296
4511,There is a single substation fed from a single 100-kV utility feed.,39.0,Lacking electrical transmission distribution/connection systems,95.0,MAL21,_ALL INSTALLATION,Installation,Power Distribution,MALMSTROM AFB,NZAS,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,95.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,450000.0,1100000.0,"New transmission systems with power quality features. Includes filtering, regulation, and monitoring equipment.",Malmstrom,123,Adequate Electrical Transmission Condition (Installation Level),Installation,204.93872538114817,409.8774508647657,0.499999999875,AFGSC,MALMSTROM AFB,484720.887196763,6786282.999992,3188323.92,415,80.75,297
4511,There is a single substation fed from a single 100-kV utility feed.,39.0,Lacking electrical transmission distribution/connection systems,95.0,MAL21,_ALL INSTALLATION,Installation,Power Distribution,MALMSTROM AFB,NZAS,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,95.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,650000.0,1600000.0,"New transmission systems serving building's substation. Includes high-voltage equipment, structures, and termination equipment.",Malmstrom,123,Adequate Electrical Transmission Condition (Installation Level),Installation,204.93872538114817,409.8774508647657,0.499999999875,AFGSC,MALMSTROM AFB,484720.887196763,6786282.999992,3188323.92,415,80.75,298
4512,There is a single substation fed from a single 100-kV utility feed (Alternate Substation Connection),39.0,Lacking electrical transmission distribution/connection systems,95.0,MAL20,_ALL INSTALLATION,Installation,Power Distribution,MALMSTROM AFB,NZAS,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,95.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,450000.0,1100000.0,"New transmission systems with power quality features. Includes filtering, regulation, and monitoring equipment.",Malmstrom,123,Adequate Electrical Transmission Condition (Installation Level),Installation,204.93872538114817,409.8774508647657,0.499999999875,AFGSC,MALMSTROM AFB,484720.887196763,6786282.999992,3188323.92,415,80.75,299
4512,There is a single substation fed from a single 100-kV utility feed (Alternate Substation Connection),39.0,Lacking electrical transmission distribution/connection systems,95.0,MAL20,_ALL INSTALLATION,Installation,Power Distribution,MALMSTROM AFB,NZAS,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,95.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,650000.0,1600000.0,"New transmission systems serving building's substation. Includes high-voltage equipment, structures, and termination equipment.",Malmstrom,123,Adequate Electrical Transmission Condition (Installation Level),Installation,204.93872538114817,409.8774508647657,0.499999999875,AFGSC,MALMSTROM AFB,484720.887196763,6786282.999992,3188323.92,415,80.75,300
4541,OH distribution systems with older wooden poles are susceptible to outages caused by weather events.,39.0,Lacking electrical transmission distribution/connection systems,95.0,MAL19,_ALL INSTALLATION,Installation,Power Distribution,MALMSTROM AFB,NZAS,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,95.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,450000.0,1100000.0,"New transmission systems with power quality features. Includes filtering, regulation, and monitoring equipment.",Malmstrom,123,Adequate Electrical Transmission Condition (Installation Level),Installation,204.93872538114817,409.8774508647657,0.499999999875,AFGSC,MALMSTROM AFB,484720.887196763,6786282.999992,3188323.92,415,80.75,301
4541,OH distribution systems with older wooden poles are susceptible to outages caused by weather events.,39.0,Lacking electrical transmission distribution/connection systems,95.0,MAL19,_ALL INSTALLATION,Installation,Power Distribution,MALMSTROM AFB,NZAS,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,95.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,650000.0,1600000.0,"New transmission systems serving building's substation. Includes high-voltage equipment, structures, and termination equipment.",Malmstrom,123,Adequate Electrical Transmission Condition (Installation Level),Installation,204.93872538114817,409.8774508647657,0.499999999875,AFGSC,MALMSTROM AFB,484720.887196763,6786282.999992,3188323.92,415,80.75,302
4837,Portable generator fleet is degraded due to age and needs to be replaced to ensure reliable backup power.,17.0,Asset is aged / lacking adequate performance,95.0,MCC1,_ALL INSTALLATION,Installation,Backup Power,MCCONNELL AFB,PRQE,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,400000.0,1000000.0,"Transmission system upgrades with power quality focus. Includes conditioning equipment, regulators, and monitoring.",McConnell,123,Adequate Electrical Transmission Condition (Installation Level),Installation,283.75023382361354,472.91705646727263,0.59999999988,AMC,MCCONNELL AFB,297336.67667662,4087370.01,3300273.0,213,80.75,303
4837,Portable generator fleet is degraded due to age and needs to be replaced to ensure reliable backup power.,17.0,Asset is aged / lacking adequate performance,95.0,MCC1,_ALL INSTALLATION,Installation,Backup Power,MCCONNELL AFB,PRQE,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,400000.0,1000000.0,"Transmission system upgrades with power quality focus. Includes conditioning equipment, regulators, and monitoring.",McConnell,123,Adequate Electrical Transmission Condition (Installation Level),Installation,283.75023382361354,472.91705646727263,0.59999999988,ANG,MCCONNELL AFB (ANG),52993.90262808,859744.34,3300273.0,213,80.75,304
4837,Portable generator fleet is degraded due to age and needs to be replaced to ensure reliable backup power.,17.0,Asset is aged / lacking adequate performance,95.0,MCC1,_ALL INSTALLATION,Installation,Backup Power,MCCONNELL AFB,PRQE,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,600000.0,1500000.0,"Upgrades to aged transmission equipment serving building's substation. Includes conductors, structures, and termination equipment.",McConnell,123,Adequate Electrical Transmission Condition (Installation Level),Installation,283.75023382361354,472.91705646727263,0.59999999988,AMC,MCCONNELL AFB,297336.67667662,4087370.01,3300273.0,213,80.75,305
4837,Portable generator fleet is degraded due to age and needs to be replaced to ensure reliable backup power.,17.0,Asset is aged / lacking adequate performance,95.0,MCC1,_ALL INSTALLATION,Installation,Backup Power,MCCONNELL AFB,PRQE,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,600000.0,1500000.0,"Upgrades to aged transmission equipment serving building's substation. Includes conductors, structures, and termination equipment.",McConnell,123,Adequate Electrical Transmission Condition (Installation Level),Installation,283.75023382361354,472.91705646727263,0.59999999988,ANG,MCCONNELL AFB (ANG),52993.90262808,859744.34,3300273.0,213,80.75,306
4946,Redundant transmission feeder to installation substations.,39.0,Lacking electrical transmission distribution/connection systems,98.0,MIN22,_ALL INSTALLATION,Installation,Power Distribution,MINOT AFB,QJVF,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",Minot,131,Installation Substation Interconnect (Back feeding),Installation,126.82663814784499,211.37773028868386,0.59999999988,AFGSC,MINOT AFB,579336.717421486,5596284.05574127,4379700.0,673,98.0,307
4974,Installation substation interconnect (back-feeding).,64.0,Lacking substation interconnection/backfeed capabilities,98.0,MIN21,_ALL INSTALLATION,Installation,Power Distribution,MINOT AFB,QJVF,Resilience Gap,64,Lacking substation interconnection/backfeed capabilities,95.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,625000.0,1550000.0,Implementation of backfeeding capability between installation substations. Includes specialized switchgear and controls.,Minot,131,Installation Substation Interconnect (Back feeding),Installation,126.82663814784499,211.37773028868386,0.59999999988,AFGSC,MINOT AFB,579336.717421486,5596284.05574127,4379700.0,673,98.0,308
4989,Hardened electrical distribution components.,39.0,Lacking electrical transmission distribution/connection systems,90.0,MIN20,_ALL INSTALLATION,Installation,Power Distribution,MINOT AFB,QJVF,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",Minot,131,Installation Substation Interconnect (Back feeding),Installation,126.82663814784499,211.37773028868386,0.59999999988,AFGSC,MINOT AFB,579336.717421486,5596284.05574127,4379700.0,673,90.0,309
5017,"Backup power for fuel pumps (B407 bulk fuel facility). An AF Form 332 must be submitted, and AFMAN 32-1062 compliance is required to validate this gap. Additionally, coordination with DLA is required.",29.0,Lacking or no access to adequate policy / legal /code documentation or requirements,80.0,MIN1,_ALL INSTALLATION,Installation,Backup Power,MINOT AFB,QJVF,Resilience Gap,29,Lacking or no access to adequate policy / legal /code documentation or requirements,75.0,98.0,Standardized Cybersecurity Authorization Protocol,100.0,8.0,Industrial Control Systems (ICS) Cybersecurity,60000.0,180000.0,"Development of cybersecurity policies, procedures, and compliance documentation. Includes risk assessment, compliance monitoring, and staff training.",Minot,98,Standardized Cybersecurity Authorization Protocol,Installation,72.72727272727273,121.21212123636364,0.59999999988,AFGSC,MINOT AFB,579336.717421486,5596284.05574127,4379700.0,673,80.0,310
5026,Alternate supply paths.,39.0,Lacking electrical transmission distribution/connection systems,90.0,MIN19,_ALL INSTALLATION,Installation,Power Distribution,MINOT AFB,QJVF,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",Minot,131,Installation Substation Interconnect (Back feeding),Installation,126.82663814784499,211.37773028868386,0.59999999988,AFGSC,MINOT AFB,579336.717421486,5596284.05574127,4379700.0,673,90.0,311
5035,Adequate substation capacity.,57.0,Substation location presents vulnerabilities or access challenges,90.0,MIN18,_ALL INSTALLATION,Installation,Power Distribution,MINOT AFB,QJVF,Not a Gap,57,Substation location presents vulnerabilities or access challenges,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,650000.0,1600000.0,Enhanced backfeeding capability between installation substations. Includes specialized switchgear and protection.,Minot,131,Installation Substation Interconnect (Back feeding),Installation,126.82663814784499,211.37773028868386,0.59999999988,AFGSC,MINOT AFB,579336.717421486,5596284.05574127,4379700.0,673,90.0,312
5036,Adequate electrical transmission condition.,39.0,Lacking electrical transmission distribution/connection systems,95.0,MIN17,_ALL INSTALLATION,Installation,Power Distribution,MINOT AFB,QJVF,Not a Gap,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",Minot,131,Installation Substation Interconnect (Back feeding),Installation,126.82663814784499,211.37773028868386,0.59999999988,AFGSC,MINOT AFB,579336.717421486,5596284.05574127,4379700.0,673,95.0,313
5040,"Under-rated equipment within the on base electrical distribution system poses a significant risk. Reference 2022 Microgrid Power System Study, Page 10 of 722.",17.0,Asset is aged / lacking adequate performance,95.0,I-G20,_ALL INSTALLATION,Installation,Power Distribution,MISAWA AB,QKKA,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,400000.0,1000000.0,"Transmission system upgrades with power quality focus. Includes conditioning equipment, regulators, and monitoring.",Misawa,123,Adequate Electrical Transmission Condition (Installation Level),Installation,113.50525189576716,227.01050384828693,0.49999999987500005,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,80.75,314
5040,"Under-rated equipment within the on base electrical distribution system poses a significant risk. Reference 2022 Microgrid Power System Study, Page 10 of 722.",17.0,Asset is aged / lacking adequate performance,95.0,I-G20,_ALL INSTALLATION,Installation,Power Distribution,MISAWA AB,QKKA,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,600000.0,1500000.0,"Upgrades to aged transmission equipment serving building's substation. Includes conductors, structures, and termination equipment.",Misawa,123,Adequate Electrical Transmission Condition (Installation Level),Installation,113.50525189576716,227.01050384828693,0.49999999987500005,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,80.75,315
5041,There is no installation-level backup.,33.0,Requires Microgrid solution,80.0,I-G23,_ALL INSTALLATION,Installation,Power Distribution,Misawa AB,QKKA,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Misawa,127,Installation Microgrid,Installation,134.1283874231452,134.1283874231452,1.0,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,80.0,316
5053,Substation 2 is exposed near the perimeter fence.,37.0,Lacking┬á or no access to┬á hardening / safety or security improvements,90.0,I-G22,_ALL INSTALLATION,Installation,Power Distribution,MISAWA AB,QKKA,Resilience Gap,37,Lacking or no access to hardening / safety or security improvements,95.0,156.0,Water Distribution Hardening Strategies,95.0,22.0,Water System Resilience Infrastructure,27833.3333,93333.3333,"Allocated cost per building (~135) for developing system-wide protocol, communication plan, potentially integrating alerts into existing systems. Primarily planning/admin cost.",Misawa,156,Water Distribution Hardening Strategies (Installation Level),Installation,86.08695652173913,143.47826089826088,0.5999999998799999,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,85.5,317
5054,Portable generator fleet is aged and needs replacement.,17.0,Asset is aged / lacking adequate performance,95.0,I-G3,_ALL INSTALLATION,Installation,Backup Power,MISAWA AB,QKKA,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,400000.0,1000000.0,"Transmission system upgrades with power quality focus. Includes conditioning equipment, regulators, and monitoring.",Misawa,123,Adequate Electrical Transmission Condition (Installation Level),Installation,113.50525189576716,227.01050384828693,0.49999999987500005,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,80.75,318
5054,Portable generator fleet is aged and needs replacement.,17.0,Asset is aged / lacking adequate performance,95.0,I-G3,_ALL INSTALLATION,Installation,Backup Power,MISAWA AB,QKKA,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,600000.0,1500000.0,"Upgrades to aged transmission equipment serving building's substation. Includes conductors, structures, and termination equipment.",Misawa,123,Adequate Electrical Transmission Condition (Installation Level),Installation,113.50525189576716,227.01050384828693,0.49999999987500005,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,80.75,319
5056,"Only two diesel trucks are available which are shared between Power Pro, HVAC, and POL; therefore, there could be a capacity/time issue.",60.0,Insufficient on-site storage capacity for critical resources,90.0,I-G4,_ALL INSTALLATION,Installation,Backup Power,Misawa AB,QKKA,Resilience Opportunity,60,Insufficient on-site storage capacity for critical resources,90.0,164.0,On-Site Water Supply Capacity,80.0,17.0,Emergency Water Systems,55000.0,186666.6667,Same logic as Gap 30/Strategy 159. Allocated share of main looping project cost per benefiting building. Looping improves reliability which aids sustainability.,Misawa,164,On-Site Water Supply Capacity,Installation,52.46298877697944,87.43831464578673,0.59999999988,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,72.0,320
5061,"Ninety-five percent of the lines on base distribution are underground; however, the airfield area is 30 years old and needs replacement. Cables are failing prematurely.",17.0,Asset is aged / lacking adequate performance,95.0,I-G19,_ALL INSTALLATION,Installation,Power Distribution,MISAWA AB,QKKA,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,400000.0,1000000.0,"Transmission system upgrades with power quality focus. Includes conditioning equipment, regulators, and monitoring.",Misawa,123,Adequate Electrical Transmission Condition (Installation Level),Installation,113.50525189576716,227.01050384828693,0.49999999987500005,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,80.75,321
5061,"Ninety-five percent of the lines on base distribution are underground; however, the airfield area is 30 years old and needs replacement. Cables are failing prematurely.",17.0,Asset is aged / lacking adequate performance,95.0,I-G19,_ALL INSTALLATION,Installation,Power Distribution,MISAWA AB,QKKA,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,600000.0,1500000.0,"Upgrades to aged transmission equipment serving building's substation. Includes conductors, structures, and termination equipment.",Misawa,123,Adequate Electrical Transmission Condition (Installation Level),Installation,113.50525189576716,227.01050384828693,0.49999999987500005,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,80.75,322
5062,"Ninety-five percent of the distribution lines are underground, but are lacking physical protection at switches and transformers.",37.0,Lacking┬á or no access to┬á hardening / safety or security improvements,90.0,I-G24,_ALL INSTALLATION,Installation,Power Distribution,MISAWA AB,QKKA,Resilience Gap,37,Lacking or no access to hardening / safety or security improvements,95.0,156.0,Water Distribution Hardening Strategies,95.0,22.0,Water System Resilience Infrastructure,27833.3333,93333.3333,"Allocated cost per building (~135) for developing system-wide protocol, communication plan, potentially integrating alerts into existing systems. Primarily planning/admin cost.",Misawa,156,Water Distribution Hardening Strategies (Installation Level),Installation,86.08695652173913,143.47826089826088,0.5999999998799999,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,85.5,323
5063,Missing UPS at entry control gates. Main gate does not have a generator.,37.0,Lacking┬á or no access to┬á hardening / safety or security improvements,75.0,I-G1,_ALL INSTALLATION,Installation,Backup Power,MISAWA AB,QKKA,Resilience Gap,37,Lacking or no access to hardening / safety or security improvements,95.0,156.0,Water Distribution Hardening Strategies,95.0,22.0,Water System Resilience Infrastructure,27833.3333,93333.3333,"Allocated cost per building (~135) for developing system-wide protocol, communication plan, potentially integrating alerts into existing systems. Primarily planning/admin cost.",Misawa,156,Water Distribution Hardening Strategies (Installation Level),Installation,86.08695652173913,143.47826089826088,0.5999999998799999,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,71.25,324
5068,"H-Frame wood plank supports holding up the transformers on base are rotting away and once compromised, will cause transformers to short with catastrophic damage.",37.0,Lacking┬á or no access to┬á hardening / safety or security improvements,90.0,I-G21,_ALL INSTALLATION,Installation,Power Distribution,MISAWA AB,QKKA,Resilience Gap,37,Lacking or no access to hardening / safety or security improvements,95.0,156.0,Water Distribution Hardening Strategies,95.0,22.0,Water System Resilience Infrastructure,27833.3333,93333.3333,"Allocated cost per building (~135) for developing system-wide protocol, communication plan, potentially integrating alerts into existing systems. Primarily planning/admin cost.",Misawa,156,Water Distribution Hardening Strategies (Installation Level),Installation,86.08695652173913,143.47826089826088,0.5999999998799999,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,85.5,325
5069,"Currently, there is no operational microgrid.",33.0,Requires Microgrid solution,98.0,I-G25,_ALL INSTALLATION,Installation,Power Distribution,Misawa AB,QKKA,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Misawa,127,Installation Microgrid,Installation,134.1283874231452,134.1283874231452,1.0,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,98.0,326
