prelim_gap_id,prelim_gap_description,gap_library_id,gap_library_description,relevancy_score,IEP Entry ID,Mission,Mission or Installation Wide,Resource Category,Installation(s),Installation_Cd,Gap_Or_Opportunity?,gap_id,Problem,GapToStrat_relatedness_score,strategy_id,General Solution Description ,TechToStrat_relevancy_score,technology_id,Technology,Cost Per Building Low ($),Cost Per Building High ($),Cost Estimation Logic,Installation,Strat_ID,Strategy / Capability,Scale,Impact_Potential,MSS3,% Impact_Potential,MAJCOM,Installation_Name,Million_BTU_FY24_AEPRR,Energy_Cost($),Total_Facility_SF,Building_Count,Combined_Relevency Score,Row_ID
36,"The base can keep operations running solely on the 9 MW standby generator system during an outage. However, the lack of on-base generation means that islanding is fully reliant on the delivery of diesel fuel. The base also lacks the controls for a fully functional microgrid. The 9 MW standby generator system is not connected to the adjacent housing.",33.0,Requires Microgrid solution,95.0,G24,_ALL INSTALLATION,Installation,Power Distribution,ALTUS AFB,AGGN,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Altus Air Force Base,127,Installation Microgrid,Installation,112.37869396280195,187.29782330879615,0.59999999988,AETC,ALTUS AFB,259082.315328877,3602602.98366349,2266885.21,161,95.0,85
331,All switching on the base in manual.,71.0,Lacking advanced grid control/integration capabilities,80.0,BAR21,_ALL INSTALLATION,Installation,Power Distribution,BARKSDALE AFB,AWUB,Resilience Opportunity,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",Barksdale,127,Installation Microgrid,Installation,245.14481449126842,245.14481449126842,1.0,AFGSC,BARKSDALE AFB,379704.0,7026298.30930572,5062713.8,426,80.0,86
338,The base lacks an installation-level microgrid. Base personnel are working to develop one with the utility.,33.0,Requires Microgrid solution,95.0,BAR25,_ALL INSTALLATION,Installation,Power Distribution,BARKSDALE AFB,AWUB,Not a gap,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Barksdale,127,Installation Microgrid,Installation,245.14481449126842,245.14481449126842,1.0,AFGSC,BARKSDALE AFB,379704.0,7026298.30930572,5062713.8,426,95.0,87
1802,Substation Controls Upgrades (Minor),71.0,Lacking advanced grid control/integration capabilities,82.0,FEW11,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Gap,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",FE Warren,127,Installation Microgrid,Installation,211.27749426578274,211.27749426578274,1.0,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,82.0,88
1822,Installation Substation Interconnect (Back-Feeding)  (Major),71.0,Lacking advanced grid control/integration capabilities,80.0,FEW5,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Opportunity,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",FE Warren,127,Installation Microgrid,Installation,211.27749426578274,211.27749426578274,1.0,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,80.0,89
1781,Alternative/Renewable Energy (Minor),33.0,Requires Microgrid solution,85.0,FEW6,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",FE Warren,127,Installation Microgrid,Installation,211.27749426578274,211.27749426578274,1.0,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,85.0,90
1823,Installation Microgrid (Major),33.0,Requires Microgrid solution,100.0,FEW4,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",FE Warren,127,Installation Microgrid,Installation,211.27749426578274,211.27749426578274,1.0,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,100.0,91
2753,Current PV would not support existing critical loads. Would need to add generation and make additional distribution system improvements.,33.0,Requires Microgrid solution,90.0,I-G31,_ALL INSTALLATION,Installation,Power Distribution,JB ANACOSTIA-BOLLING,JBAB,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JBAB,127,Installation Microgrid,Installation,420.42750327922386,420.42750327922386,1.0,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,90.0,92
3713,There are currently no automated switching capabilities.,71.0,Lacking advanced grid control/integration capabilities,85.0,KEE22,_ALL INSTALLATION,Installation,Power Distribution,KEESLER AFB,MAHG,Resilience Gap,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",Keesler,127,Installation Microgrid,Installation,321.23962369057693,321.23962369057693,1.0,AETC,KEESLER AFB,586726.474740436,8880670.56516378,6676181.0,230,85.0,93
4137,NISS and BISS substations cannot be tied together due to a difference in source phasing.,71.0,Lacking advanced grid control/integration capabilities,75.0,I-G30,_ALL INSTALLATION,Installation,Power Distribution,LAKENHEATH-FELTWELL,MSET,Resilience Gap,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",RAF Lakenheath,127,Installation Microgrid,Installation,123.35961493432441,123.35961493432441,1.0,USAFE,RAF LAKENHEATH,499832.235785,21212187.0526718,5055359.0,901,75.0,94
4138,NISS and BISS cannot be tied due to a difference in source phasing.,71.0,Lacking advanced grid control/integration capabilities,75.0,I-G33,_ALL INSTALLATION,Installation,Power Distribution,LAKENHEATH-FELTWELL,MSET,Resilience Gap,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",RAF Lakenheath,127,Installation Microgrid,Installation,123.35961493432441,123.35961493432441,1.0,USAFE,RAF LAKENHEATH,499832.235785,21212187.0526718,5055359.0,901,75.0,95
4108,There are no existing microgrids. Interest by RAFL to develop alternatives.,33.0,Requires Microgrid solution,98.0,I-G32,_ALL INSTALLATION,Installation,Power Distribution,LAKENHEATH-FELTWELL,MSET,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",RAF Lakenheath,127,Installation Microgrid,Installation,123.35961493432441,123.35961493432441,1.0,USAFE,RAF LAKENHEATH,499832.235785,21212187.0526718,5055359.0,901,98.0,96
4109,There are no existing microgrids. Interest by RAFF to develop alternatives.,33.0,Requires Microgrid solution,98.0,I-G11,_ALL INSTALLATION,Installation,Power Distribution,LAKENHEATH-FELTWELL,MSET,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",RAF Lakenheath,127,Installation Microgrid,Installation,123.35961493432441,123.35961493432441,1.0,USAFE,RAF LAKENHEATH,499832.235785,21212187.0526718,5055359.0,901,98.0,97
4300,LRAFB desires an installation-level microgrid and is working with Entergy to develop a project.,33.0,Requires Microgrid solution,98.0,LRK20,_ALL INSTALLATION,Installation,Power Distribution,LITTLE ROCK AFB,NKAK,Not a gap,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Little Rock,127,Installation Microgrid,Installation,494.27061277426685,494.27061277426685,1.0,AMC,LITTLE ROCK AFB,465461.62,6282534.72,3966657.0,319,98.0,98
4300,LRAFB desires an installation-level microgrid and is working with Entergy to develop a project.,33.0,Requires Microgrid solution,98.0,LRK20,_ALL INSTALLATION,Installation,Power Distribution,LITTLE ROCK AFB,NKAK,Not a gap,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Little Rock,127,Installation Microgrid,Installation,494.27061277426685,494.27061277426685,1.0,ANG,LITTLE ROCK AFB (ANG),28501.68,339003.032909694,3966657.0,319,98.0,99
4364,Five out of seven feeders have back-feeding capabilities. Feeder 12 (which powers the F-35 flight simulator) and Feeder 13 (which powers F-35 hangars) do not have back-feeding capabilities.,71.0,Lacking advanced grid control/integration capabilities,80.0,G22,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Gap,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",Luke,127,Installation Microgrid,Installation,113.30853829272166,113.30853829272166,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,80.0,100
4370,All seven feeders on the base are radially connected and operated separately. They are not looped.,71.0,Lacking advanced grid control/integration capabilities,75.0,G25,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Gap,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",Luke,127,Installation Microgrid,Installation,113.30853829272166,113.30853829272166,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,75.0,101
4346,"There is no microgrid installed on the base. However, there is mutual interest between LAFB and APS to install a PV-plus-BESS integrated microgrid on the base.",33.0,Requires Microgrid solution,98.0,G28,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Luke,127,Installation Microgrid,Installation,113.30853829272166,113.30853829272166,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,98.0,102
4347,There is no centralized/installation-level backup circuit. Forty-six facilities on the base receive backup power from either a permanent or portable generator.,33.0,Requires Microgrid solution,80.0,G1,_ALL INSTALLATION,Installation,Backup Power,LUKE AFB,NUEX,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Luke,127,Installation Microgrid,Installation,113.30853829272166,113.30853829272166,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,80.0,103
4348,There is no centralized/installation-level backup circuit. Forty-six facilities on the base receive backup power from either a permanent or portable generator.,33.0,Requires Microgrid solution,80.0,G26,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Luke,127,Installation Microgrid,Installation,113.30853829272166,113.30853829272166,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,80.0,104
4456,"New TECO substation has not yet been connected to base infrastructure. Once tied in, back-feed capabilities will be limited by existing infrastructure",71.0,Lacking advanced grid control/integration capabilities,75.0,MAC1,_ALL INSTALLATION,Installation,Power,MACDILL AFB,NVZR,Resilience Gap,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",MacDill FL,127,Installation Microgrid,Installation,230.93616172884242,230.93616172884242,1.0,AMC,MACDILL AFB,550345.333418841,12332633.0643854,5655065.5,292,75.0,105
4974,Installation substation interconnect (back-feeding).,71.0,Lacking advanced grid control/integration capabilities,80.0,MIN21,_ALL INSTALLATION,Installation,Power Distribution,MINOT AFB,QJVF,Resilience Gap,71,Lacking advanced grid control/integration capabilities,85.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,275000.0,650000.0,"Comprehensive SCADA with advanced grid integration capabilities. Includes controllers, communications, and software for grid services.",Minot,52,Installation-wide SCADA System (Energy),Installation,187.90113228389944,313.16855386913284,0.5999999998799999,AFGSC,MINOT AFB,579336.717421486,5596284.05574127,4379700.0,673,68.0,106
5041,There is no installation-level backup.,33.0,Requires Microgrid solution,80.0,I-G23,_ALL INSTALLATION,Installation,Power Distribution,Misawa AB,QKKA,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Misawa,127,Installation Microgrid,Installation,134.1283874231452,134.1283874231452,1.0,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,80.0,107
5069,"Currently, there is no operational microgrid.",33.0,Requires Microgrid solution,98.0,I-G25,_ALL INSTALLATION,Installation,Power Distribution,Misawa AB,QKKA,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Misawa,127,Installation Microgrid,Installation,134.1283874231452,134.1283874231452,1.0,PACAF,MISAWA AB,1160951.135891,36723320.4859608,811181.0,283,98.0,108
5757,The new substation will be interconnected to the existing substations.,71.0,Lacking advanced grid control/integration capabilities,80.0,G23,_ALL INSTALLATION,Installation,Power Distribution,OSAN AB,SMYU,Not a Gap,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",Osan Air Base,127,Installation Microgrid,Installation,92.61166692433076,92.61166692433076,1.0,PACAF,OSAN AB,534874.0259866,15029488.7779641,7320631.0,713,80.0,109
5792,Substations do not have any remote monitoring or controlling capabilities.,71.0,Lacking advanced grid control/integration capabilities,85.0,G26,_ALL INSTALLATION,Installation,Power Distribution,OSAN AB,SMYU,Resilience Opportunity,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",Osan Air Base,127,Installation Microgrid,Installation,92.61166692433076,92.61166692433076,1.0,PACAF,OSAN AB,534874.0259866,15029488.7779641,7320631.0,713,85.0,110
5793,Substations do not have any remote controlling capabilities.,71.0,Lacking advanced grid control/integration capabilities,85.0,G25,_ALL INSTALLATION,Installation,Power Distribution,OSAN AB,SMYU,Resilience Opportunity,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",Osan Air Base,127,Installation Microgrid,Installation,92.61166692433076,92.61166692433076,1.0,PACAF,OSAN AB,534874.0259866,15029488.7779641,7320631.0,713,85.0,111
5748,There are no microgrids at the installation to island the power supply from the utility power supply and allow independent operation.,33.0,Requires Microgrid solution,95.0,G22,_ALL INSTALLATION,Installation,Power Distribution,OSAN AB,SMYU,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Osan Air Base,127,Installation Microgrid,Installation,92.61166692433076,92.61166692433076,1.0,PACAF,OSAN AB,534874.0259866,15029488.7779641,7320631.0,713,95.0,112
5982,Installation substation interconnect (back-feeding). East power feed incapable of feeding main base.  (Major),71.0,Lacking advanced grid control/integration capabilities,80.0,PET4,_ALL INSTALLATION,Installation,Power,PETERSON SFB,TDKA,Resilience Gap,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",Peterson,127,Installation Microgrid,Installation,216.00204923676324,216.00204923676324,1.0,SPOC,PETERSON SFB,1231514.48179127,31116650.0580566,6053138.0,397,80.0,113
5983,Installation microgrid.  (Major),33.0,Requires Microgrid solution,95.0,PET3,_ALL INSTALLATION,Installation,Power,PETERSON SFB,TDKA,Not a Gap,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Peterson,127,Installation Microgrid,Installation,216.00204923676324,216.00204923676324,1.0,SPOC,PETERSON SFB,1231514.48179127,31116650.0580566,6053138.0,397,95.0,114
6332,There are no installation-scale microgrids,33.0,Requires Microgrid solution,95.0,G27,_ALL INSTALLATION,Installation,Power Distribution,RAF MILDENHALL,QFQE,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",RAF Mildenhall,127,Installation Microgrid,Installation,116.10065238201868,116.10065238201868,1.0,USAFE,RAF MILDENHALL,234517.191405576,10828009.1320982,1684945.0,252,95.0,115
7082,Base can loop some feeders. Have radial feeds to end of the flight line and some maintenance facilities.,71.0,Lacking advanced grid control/integration capabilities,75.0,G18,_ALL INSTALLATION,Installation,Power Distribution,SEYMOUR-JOHNSON AFB,VKAG,,71,Lacking advanced grid control/integration capabilities,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,600000.0,1700000.0,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities.",Seymour Johnson,127,Installation Microgrid,Installation,299.50222314017384,299.50222314017384,1.0,ACC,SEYMOUR JOHNSON AFB,258279.1296776,5043775.65758719,3253164.0,338,75.0,116
7077,"Currently no microgrid in place. However, the base would like to explore constructing a microgrid to supply the critical facilities near the flight line.",33.0,Requires Microgrid solution,95.0,G19,_ALL INSTALLATION,Installation,Power Distribution,SEYMOUR-JOHNSON AFB,VKAG,,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Seymour Johnson,127,Installation Microgrid,Installation,299.50222314017384,299.50222314017384,1.0,ACC,SEYMOUR JOHNSON AFB,258279.1296776,5043775.65758719,3253164.0,338,95.0,117
7116,Systems cannot be interconnected. ,63.0,Lacking integration between different control systems,95.0,SHAW3,_ALL INSTALLATION,Installation,Power,SHAW AFB,VLSB,Resilience Opportunity,63,Lacking integration between different control systems,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,475000.0,"Comprehensive integration of control systems within microgrid SCADA. Includes gateways, protocol converters, and unified management platform.",Shaw,52,Installation-wide SCADA System (Energy),Installation,178.8858922912115,178.8858922912115,1.0,ACC,SHAW AFB,226401.809,6647642.92,3390372.28,302,80.75,118
7370,A source of backup power could be provided by a connection to a microgrid with controls that automatically and efficiently optimize electrical consumption for asset protection and critical loads.,33.0,Requires Microgrid solution,95.0,G19,_ALL INSTALLATION,Installation,Power Distribution,SPANGDAHLEM AB,VYHK,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Spangdahlem AB,127,Installation Microgrid,Installation,107.874514244767,107.874514244767,1.0,USAFE,SPANGDAHLEM AB,359515.203056349,11071797.7604854,2786150.4,427,95.0,119
1002,The installation cannot sustain installation- or district-scale electricity supply for critical loads without a connection to the utility.,33.0,Requires Microgrid solution,95.0,G22,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Dobbins ARB,127,Installation Microgrid,Installation,107.8237685653475,107.8237685653475,1.0,AFRC,DOBBINS AIR RESERVE BASE,89603.4963940764,1801768.64164174,1467092.0,124,95.0,120
1557,CH&PP outages sometimes lead to outages for critical facilities.,33.0,Requires Microgrid solution,85.0,EIEL1,_ALL INSTALLATION,Installation,Power,EIELSON AFB,FTQW,Resilience Gap,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Eielson,127,Installation Microgrid,Installation,369.4924543755185,521.2238047254668,0.7088940509348636,PACAF,EIELSON AFB,4196407.63490587,12312654.6514136,4329543.38,336,85.0,121
1557,CH&PP outages sometimes lead to outages for critical facilities.,33.0,Requires Microgrid solution,85.0,EIEL1,_ALL INSTALLATION,Installation,Power,EIELSON AFB,FTQW,Resilience Gap,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",Eielson,127,Installation Microgrid,Installation,369.4924543755185,521.2238047254668,0.7088940509348636,ANG,EIELSON AFB (ANG),19987.97,539157.74,4329543.38,336,85.0,122
2821,"An installation microgrid is desired, but not in place.",33.0,Requires Microgrid solution,98.0,JBA10,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JB Andrews,127,Installation Microgrid,Installation,299.1277987189123,299.1277987189123,1.0,AFDW,JB ANDREWS,464049.37688646,11057615.5020173,6082490.0,357,98.0,123
2821,"An installation microgrid is desired, but not in place.",33.0,Requires Microgrid solution,98.0,JBA10,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JB Andrews,127,Installation Microgrid,Installation,299.1277987189123,299.1277987189123,1.0,ANG,JB ANDREWS (ANG),30149.06,815044.5,6082490.0,357,98.0,124
3070,There is no existing microgrid. JB CHS expressed interest in working with the utilities to explore energy assurance lease (EAL) opportunities.,33.0,Requires Microgrid solution,98.0,AB-G26,_ALL INSTALLATION,Installation,Power Distribution,JB Charleston,DKFX,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JB Charleston - AB,127,Installation Microgrid,Installation,72.47223785862988,72.47223785862988,1.0,AMC,JB CHARLESTON,733367.41014811,16496671.0222854,8571285.5,901,98.0,125
3071,There is no existing microgrid. JB CHS expressed an interest in working with the utilities to explore EAL opportunities.,33.0,Requires Microgrid solution,98.0,NWS-G28,_ALL INSTALLATION,Installation,Power Distribution,JB Charleston,DKFX,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JB Charleston - AB,127,Installation Microgrid,Installation,72.47223785862988,72.47223785862988,1.0,AMC,JB CHARLESTON,733367.41014811,16496671.0222854,8571285.5,901,98.0,126
3183,JBER-E lacks access to power generated by the LFGPP and to district-level backup power at JBER-R,33.0,Requires Microgrid solution,92.0,JBER3,_ALL INSTALLATION,Installation,Power,JOINT BASE ELMENDORF-RICHARDSON (JBER),FXSB,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JBER AK,127,Installation Microgrid,Installation,137.0798223272659,137.0798223272659,1.0,PACAF,JOINT BASE ELMENDORF-RICHARDSON (JBER),1664707.89411808,26575927.9919075,13518194.0,831,92.0,127
3183,JBER-E lacks access to power generated by the LFGPP and to district-level backup power at JBER-R,33.0,Requires Microgrid solution,92.0,JBER3,_ALL INSTALLATION,Installation,Power,JOINT BASE ELMENDORF-RICHARDSON (JBER),FXSB,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JBER AK,127,Installation Microgrid,Installation,137.0798223272659,137.0798223272659,1.0,ANG,JB ELMENDORF RICHARDSON,83209.09,1552586.28,13518194.0,831,92.0,128
3453,Installation does not have a microgrid with alternate energy generation or storage.,33.0,Requires Microgrid solution,98.0,MDL23,_ALL INSTALLATION,Installation,Power Distribution,JOINT BASE MCGUIRE-DIX-LAKEHURST (JBMDL),PTFL,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JBMDL,127,Installation Microgrid,Installation,214.77827446074124,214.77827446074124,1.0,AMC,JOINT BASE MCGUIRE-DIX-LAKEHURST (JBMDL),727135.937089461,13871686.76588,14435838.51,1133,98.0,129
3453,Installation does not have a microgrid with alternate energy generation or storage.,33.0,Requires Microgrid solution,98.0,MDL23,_ALL INSTALLATION,Installation,Power Distribution,JOINT BASE MCGUIRE-DIX-LAKEHURST (JBMDL),PTFL,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JBMDL,127,Installation Microgrid,Installation,214.77827446074124,214.77827446074124,1.0,ANG,JB MCGUIRE-DIX-LAKEHURST,52999.7763590455,1345521.39,14435838.51,1133,98.0,130
